AD S.aureus,H Control,AD Control
0.13817193591667712,0.4356172375992876,0.42621082648403397
0.0769979606469603,0.03655879689159277,0.886443242461447
0.08944614240312701,0.22983615872865124,0.680717698868224
0.3042380150587566,0.008651761402567626,0.687110223538676
0.3989901021763626,0.020946392187803493,0.5800635056358345
0.04227199471522957,0.46687026904980883,0.49085773623496265
0.13102533468446026,0.3434744370364748,0.5255002282790648
0.14343506285635593,0.005012217287822404,0.851552719855821
0.024529743860434727,0.03532971514255188,0.9401405409970112
0.19747859250760713,0.07797213323996545,0.7245492742524269
0.05012914922025813,0.40565535084309073,0.5442154999366534
0.080000024254311,0.016386775523426177,0.9036132002222641
0.17546404648220482,0.13290213190676953,0.6916338216110258
0.24685402300089948,0.1019848976009745,0.6511610793981251
0.47290974851416623,0.0423120013052185,0.4847782501806163
0.1303214794861206,0.12498561228284506,0.7446929082310315
0.09227593898605733,0.018863359464480093,0.888860701549464
0.13561361968890345,0.062176576124513674,0.8022098041865823
0.10289529870975399,0.15704847077699818,0.7400562305132472
0.047011430884242526,0.6362200226232831,0.3167685464924754
0.09840399447732463,0.5750271493324731,0.32656885619020026
0.0520542810702106,0.5033810920245002,0.4445646269052896
0.08832567891056554,0.1614163346491062,0.7502579864403279
0.10328497158813793,0.16294908110182607,0.7337659473100351
0.029987489287260156,0.05677586004576924,0.9132366506669698
0.017833906056246365,0.1997054220061909,0.7824606719375632
0.26074404762295134,0.0655452442409539,0.6737107081360953
0.031894724043166074,0.23913833888626446,0.7289669370705694
0.04962865702449666,0.15081453379378898,0.7995568091817157
0.08276535822830242,9.20803911842409e-4,0.9163138378598529
0.027077657428820342,0.5387171452209985,0.43420519735018276
0.02131836466793363,0.10545642149769488,0.8732252138343729
0.05234006953920379,0.18366325053626015,0.7639966799245358
0.0421901836797361,0.6390292500859521,0.31878056623431095
0.08809348749262672,0.4199292930879031,0.4919772194194702
0.17226350231576104,0.45968016125733724,0.3680563364269016
0.19008307805349686,0.5487938689457444,0.26112305300075817
0.508567968611482,0.02308906225781489,0.46834296913070306
0.2839577561233691,0.3882693396361202,0.3277729042405082
0.06524804795121672,0.29903755488642986,0.6357143971623526
0.056028748366857464,0.8202498374998413,0.12372141413330244
0.277815141479779,0.6160276079031973,0.10615725061702527
0.04483689841754295,0.8418653440847033,0.1132977574977527
0.17789498390210418,0.3788694326006261,0.44323558349727077
0.31747641789996883,0.5942045291279117,0.08831905297212173
0.30502951863301236,0.014667339862875245,0.6803031415041121
0.24936573139566823,0.47883516477528004,0.2717991038290494
0.09600712408208104,0.828919098401752,0.07507377751616978
0.029568496864043784,0.9628651797988915,0.007566323337062432
0.10868671084747207,0.09773442143306751,0.7935788677194625
0.061966702261059214,0.8924268294751541,0.04560646826378567
0.024333576657855478,0.4919109316481554,0.4837554916939899
0.13422621561218123,0.6661481402369299,0.19962564415088668
0.1672376355903407,0.271139293326209,0.5616230710834504
0.2454168844354138,0.29606330800931524,0.4585198075552709
0.0480444008150541,0.713844532453981,0.23811106673096427
0.12608238854254725,0.6955816201843885,0.1783359912730627
0.10484499737773045,0.1589736453282565,0.7361813572940127
0.3118886312533759,0.1180356770916737,0.5700756916549472
0.12072804502863593,0.5293306666168266,0.349941288354538
0.10536587584667596,0.21173991958627453,0.6828942045670512
0.41193186214907895,0.08529001070925359,0.5027781271416654
0.05069309195086823,0.37824134524120273,0.5710655628079288
0.027234010103308566,0.6462846642297524,0.326481325666939
0.05661082197423186,0.447395309284264,0.49599386874150553
0.05357141995155367,0.5266058871768905,0.4198226928715553
0.04840885314028705,0.45620065863432774,0.49539048822538334
0.10867674041321546,0.7164432854529147,0.17487997413386877
0.3768389440200403,0.3059116491473335,0.3172494068326276
0.36243694635096546,0.5086215975367573,0.12894145611227945
0.07483305794916174,0.4449339611633014,0.48023298088753363
0.040600094881186766,0.4485176876511639,0.5108822174676503
0.07338701908533739,0.25467407406722514,0.6719389068474376
0.2919163255917135,0.5447505186534948,0.16333315575479052
0.1567312351828952,0.3365238866819382,0.5067448781351673
0.06430473079169911,0.5800033679478163,0.35569190126048267
0.05183834621989829,0.7151456628989186,0.23301599088118158
0.08714426536052595,0.8167164828789786,0.09613925176049737
0.08699970665587739,0.6217262631213865,0.29127403022273646
0.17423464025264276,0.25183803532806537,0.5739273244192912
0.09384389338519825,0.4895349628085796,0.41662114380622317
0.006317441966117082,0.9686804881621616,0.025002069871719927
0.10786061470914808,0.6856975457820546,0.2064418395087968
0.06024017347379185,0.8620824573575817,0.07767736916862504
0.2893329361670929,0.5838729401395544,0.1267941236933535
0.03179953804693348,0.7073972427736279,0.2608032191794372
0.035795885324495735,0.897135826075728,0.06706828859977491
0.19953474194389667,0.011667199965976573,0.788798058090127
0.2831968394359981,0.11630002915222634,0.6005031314117769
0.03873795092748027,0.6387370135175363,0.3225250355549847
0.03264802971319049,0.2809394714594795,0.6864124988273292
0.18653737763102682,0.02057409067936801,0.792888531689604
0.2214232963864333,0.060286908754619506,0.7182897948589491
