AD S.aureus,H Control,AD Control
0.0467355293309257,0.0016414631347640774,0.951623007534307
0.1893907703192649,0.04350042921359322,0.767108800467142
0.027004838214804962,0.030188176849200388,0.9428069849359931
0.014019673979477124,9.422033232344522e-4,0.9850381226972904
0.042761278707354314,0.009443928559794056,0.9477947927328523
0.12444743975711242,0.007976410544461904,0.8675761496984246
0.0030222560566451535,0.08057635958093473,0.9164013843624202
0.11945740527421989,0.055526223952095104,0.825016370773684
0.012474853978160325,2.9775001368517956e-4,0.9872273960081543
0.03292198327534198,0.15402711645010478,0.8130509002745531
0.011069317949059042,2.2209296394771794e-4,0.9887085890869917
0.0611581584426826,0.7860630094922645,0.1527788320650532
0.047540713272632276,0.08329332579812357,0.8691659609292447
0.017911113800156475,0.010110536779862947,0.9719783494199808
0.0015648490340406116,0.9813282174949092,0.017106933471049555
0.015772457083639894,0.9305390576315522,0.053688485284809497
0.04914467254277894,0.05134007267468034,0.8995152547825409
0.10928980701756935,0.03697716360049705,0.8537330293819341
0.9245647662271173,0.005523344300295485,0.06991188947258653
0.5475127906141974,0.09082586588369707,0.36166134350210655
0.038702771019640134,0.12769569249260915,0.8336015364877525
1.7251328989507825e-5,0.9999665684435773,1.6180227438568593e-5
0.08378038387709619,0.8923115866693259,0.0239080294535749
0.031974569608671635,0.8912300355888937,0.07679539480243064
0.09212645532737453,0.08837474832775338,0.8194987963448712
0.04848426377240644,0.9385094565201566,0.013006279707438503
0.12135336536165468,0.1667339368618346,0.7119126977765098
0.012509630808088501,0.8805039578009426,0.10698641139096998
0.03155951140179669,0.9657081610751403,0.00273232752306266
0.027061508756835963,0.9703965493925486,0.002541941850617005
0.14601804077356598,0.04931012929642097,0.8046718299300141
0.010362231447749377,0.015188184647607865,0.9744495839046411
0.009630954362110821,0.9561750834221958,0.034193962215694935
0.013785733518842411,0.266816014289843,0.7193982521913149
0.5368828496005258,0.21520125014604996,0.2479159002534249
0.002455964812931197,0.9894020314879666,0.008142003699102514
0.01154609959549244,0.9064961315449986,0.08195776885950931
0.033870662492992046,0.05489138782494238,0.9112379496820627
0.9655669065060536,4.7216758350267007e-4,0.03396092591044913
0.0028758889918905663,0.9538935075627787,0.04323060344532949
0.0014387742370996943,0.794755613758779,0.20380561200412153
0.0018639571699006264,0.9801682277909286,0.0179678150391709
9.643820256548859e-4,0.7955744296616812,0.20346118831266286
0.0015213235806056204,0.9727431418194209,0.025735534599974796
0.12489463194872634,0.02504903384407142,0.8500563342072016
0.04046919111773441,0.8639026755886923,0.09562813329357507
0.757993392049308,0.14434340494454695,0.09766320300614628
0.1392892656081185,0.009736314129771757,0.8509744202621088
0.0821188885017523,0.09156299902654079,0.8263181124717067
0.11257654444822028,0.03242717111782131,0.8549962844339557
0.10951429712588583,0.6693634400232598,0.2211222628508548
0.052606163427652786,0.898298042573779,0.049095793998568844
0.6909074522765831,0.0032572359261860105,0.3058353117972297
4.580746485196197e-4,0.9949324513413847,0.0046094740100938465
0.06347287276388602,0.24252249351997876,0.6940046337161333
0.07498963258007328,0.158874580929458,0.7661357864904664
0.1656633470654519,0.1524251546929434,0.6819114982416035
0.014482253603477904,0.9629777259704745,0.022540020426048482
0.06303626611213825,0.9040499765967258,0.03291375729113834
0.8752117072787613,0.050043054953242704,0.07474523776799503
0.8438276710953395,0.08971242285454896,0.0664599060501133
0.01572441596038247,0.9417874317637105,0.04248815227590909
0.001238496586415044,0.9981051501556074,6.563532579793253e-4
0.09630372659510343,0.035402214920131354,0.8682940584847658
0.1597740234091007,0.05666977192124669,0.783556204669653
0.002128588673822115,0.9669761505623846,0.030895260763795614
0.011649632225972031,0.7528700889232564,0.2354802788507721
0.023826821782164373,0.0651751968783745,0.910997981339461
0.779449594039389,0.0024348578729389697,0.21811554808767059
