AD S.aureus,H Control,AD Control
0.08635006060091781,0.0040158070874175495,0.9096341323116648
0.14349937588371053,0.01376638832232149,0.8427342357939647
0.04802044381368795,0.06439114402629802,0.8875884121600127
0.03669054083323029,0.016805758541612686,0.9465037006251588
0.07725168950958577,0.06124071278925208,0.8615075977011619
0.09627096348298496,0.0025077177921926466,0.9012213187248224
0.0019285673793651298,0.029467821999709563,0.9686036106209279
0.06912493690358062,0.006481572219062601,0.9243934908773562
0.03643798755684786,0.02010844766184669,0.9434535647813072
0.019788158625889386,0.08207755198524559,0.898134289388867
0.009410301657410476,4.745330490281561e-6,0.9905849530121025
0.07313062915374001,0.49944672603969853,0.42742264480655967
0.05845035895586164,0.4434494424000464,0.4981001986440912
0.03378406011508291,0.178494980723113,0.787720959161806
0.0010609040389110325,0.9840585222927455,0.014880573668345012
0.00984455169616216,0.9424645158264904,0.047690932477344475
0.044127354476104226,0.026620366206148514,0.9292522793177469
0.11014002367775015,0.04092731312343685,0.8489326631988141
0.9374750666169942,0.003962008572547195,0.05856292481045965
0.562019490562498,0.051370520596364294,0.38660998884113773
0.052234489506944384,0.4495779878308495,0.49818752266220656
7.4914768081246146e-6,0.9999593590327697,3.314949042922186e-5
0.07536155708102815,0.8910961898200778,0.03354225309889398
0.024995122426679107,0.8932679114070622,0.08173696616626025
0.1530097433210423,0.31795249556689525,0.529037761112063
0.07828637569268998,0.883022439382991,0.038691184924320644
0.11414685059167828,0.03981356095322513,0.8460395884550965
0.011171084536428975,0.8725927355100637,0.11623617995350441
0.048608305107318305,0.9372993344761839,0.014092360416498388
0.01878006699603386,0.9768375573114706,0.004382375692495684
0.13006940049709234,0.0589086206336422,0.8110219788692662
0.026617396902703237,0.2084614985975375,0.7649211044997618
0.00906265807431689,0.9263537430184167,0.06458359890726913
0.01325092432684511,0.17257061738440688,0.8141784582887451
0.4839714565164236,0.10753255362248128,0.4084959898610961
0.0025060917063876426,0.9805863571326585,0.016907551160957265
0.0044002463192279635,0.9249727439036549,0.07062700977711509
0.03640805233701964,0.05575739319090392,0.907834554472078
0.964920799643447,7.588666039830831e-6,0.03507161169051311
0.0025533260139135308,0.9417382006517362,0.055708473334354185
0.0020430872428008886,0.8316756741100674,0.1662812386471315
0.003771250176360732,0.8819494417464279,0.11427930807721103
8.230782421269423e-4,0.8116532196811306,0.18752370207674368
0.0030311374838946662,0.9364792141656983,0.060489648350407925
0.11847384676086033,0.028340461739267724,0.8531856914998723
0.03399147317602558,0.8479054815514683,0.11810304527250726
0.7325261174521981,0.11286341672127541,0.1546104658265251
0.20294462037979577,0.02712372570666596,0.7699316539135377
0.11403462172597349,0.13119788911452707,0.7547674891594993
0.16630695520280286,0.2575491122702402,0.5761439325269575
0.09454340041031788,0.5642535750140687,0.34120302457561247
0.06431328403306284,0.856033770124238,0.07965294584269929
0.7583851821867162,0.027915487806194385,0.2136993300070897
0.0013143492028488786,0.9881673608651363,0.010518289932015465
0.0472164772385084,0.2388721423721018,0.7139113803893874
0.07521353379127982,0.1647908151995126,0.7599956510092092
0.14023175752253195,0.13769391098403644,0.7220743314934313
0.01889780660647886,0.9547861728094873,0.02631602058403307
0.04890894006883313,0.9053116766419862,0.04577938328918414
0.8195079393479957,0.052202333172788405,0.12828972747921535
0.8510520072641219,0.07482325270610984,0.07412474002976677
0.023815048684802376,0.7643821233718046,0.21180282794339245
0.002058995351095004,0.9946491855777684,0.0032918190711329802
0.09794787118495316,0.011613838344046216,0.8904382904710026
0.17889569383178264,0.11065363169566549,0.7104506744725527
0.004967168165623587,0.9028489890231287,0.09218384281124943
0.012625649040894185,0.6062066394085787,0.3811677115505289
0.02330966473407557,0.03048244615472457,0.946207889111201
0.6910595755256965,1.3074267764025762e-4,0.30880968179666085
