AD S.aureus,H Control,AD Control
0.08342669540300587,0.003335856257550298,0.9132374483394448
0.16857924189032666,0.015260957575480261,0.8161598005341938
0.04460035881123315,0.06453085806813724,0.8908687831206289
0.03136335261575608,0.017930441239950943,0.9507062061442906
0.08308818530153943,0.057786430735173804,0.8591253839632867
0.09395888256823433,0.0022647437379405768,0.9037763736938226
0.001852593883291856,0.027220381737760393,0.970927024378946
0.06558490101731763,0.00554748385863849,0.9288676151240431
0.041534118769484485,0.023740156269037683,0.9347257249614785
0.019241553472240887,0.09030698822803447,0.8904514582997236
0.007070954651031775,4.7083094446176245e-6,0.9929243370395234
0.06209420557623535,0.498495700129539,0.43941009429422745
0.06054854051305399,0.4173448568946194,0.5221066025923271
0.039490706209107315,0.16956900220911109,0.7909402915817819
0.0012520519462282105,0.9813786825226092,0.01736926553116192
0.008003588784021597,0.9439364157793202,0.048059995436657094
0.040859117404881115,0.02645900383375187,0.9326818787613652
0.11451460463988922,0.03132886788041194,0.8541565274796981
0.9244682833456972,0.005018273088754661,0.07051344356554823
0.5380634780010736,0.04835996100678741,0.4135765609921393
0.04473589092421567,0.46854845899398734,0.48671565008179735
1.990740253748702e-5,0.9999247915852485,5.530101221765044e-5
0.0807415804672008,0.8868465005144135,0.03241191901838484
0.030029072116877657,0.8812347048666629,0.08873622301646275
0.1501438947379753,0.315591653025161,0.5342644522368621
0.08188837401394676,0.8832266847607259,0.03488494122532744
0.10543290131577238,0.029841354037401308,0.8647257446468272
0.014275430337122202,0.8699049494168881,0.11581962024598992
0.05070718401472942,0.9369225404295929,0.01237027555567655
0.018989989221318677,0.9780160849703645,0.002993925808315997
0.13220207024678915,0.061993866774645044,0.8058040629785651
0.02951157496780145,0.20394172988592063,0.7665466951462779
0.01473551920957627,0.9183941250173654,0.06687035577306419
0.012988847588599698,0.18218248694409417,0.8048286654673062
0.49298371547766556,0.09816232362825883,0.4088539608940739
0.0027298848437305677,0.9834468366469852,0.013823278509284451
0.006481403987620407,0.9221425172178846,0.07137607879449509
0.043630667649150315,0.04883503926328102,0.9075342930875689
0.972521631364899,2.1107091098777542e-4,0.027267297724114747
0.0026438524113557333,0.9377828268774925,0.059573320711151435
0.0010172029170271042,0.8453173365703708,0.15366546051260357
0.003737277687298364,0.8895735292634478,0.10668919304925246
9.120828449109614e-4,0.8077069433724632,0.19138097378262597
0.0030562148376088736,0.9355638999870006,0.061379885175388414
0.11816101639774562,0.024802733976731432,0.8570362496255195
0.03691851509157175,0.8464134666393364,0.1166680182690924
0.7074125732978813,0.11767117864906754,0.17491624805304803
0.19801533898653179,0.026051175093361457,0.775933485920109
0.11054041970228941,0.14047174632501475,0.7489878339726935
0.1763846837845721,0.25721494222026825,0.5664003739951584
0.08769832859964838,0.5821607693572988,0.33014090204305574
0.05558079150490905,0.8683252831963849,0.0760939252987054
0.7560261051286243,0.0293884522176148,0.21458544265376112
0.0010839332062856967,0.9879800796288087,0.010935987164904543
0.036431211878627204,0.25536416160198194,0.7082046265193912
0.0745030271700474,0.17087613436060597,0.754620838469346
0.1378298602352393,0.14960643609553603,0.7125637036692272
0.016249173066147635,0.9505407080100705,0.033210118923782755
0.04302843126738148,0.910042159055611,0.04692940967700827
0.826077399795684,0.05340174847765293,0.12052085172666253
0.8384600819294322,0.0795246393621819,0.08201527870838578
0.020424934756370722,0.7745642843280438,0.20501078091558514
0.0016086781762271105,0.9956972915415592,0.0026940302822172847
0.08920124085198364,0.01298155656836199,0.8978172025796552
0.17847495130918462,0.10905243894453744,0.712472609746278
0.005823484774734944,0.9053962905186209,0.08878022470664296
0.0118198958756623,0.6064349350701056,0.3817451690542309
0.021299291469422773,0.024806432530987757,0.9538942759995899
0.6996905062630131,2.6348694692608415e-4,0.3000460067900594
